web-scraper-order,web-scraper-start-url,Pagination,Link,Link-href,Brand,Model,Price,Mileage,transmission,Buildyear,fuel type,power,seller,condition,doors,chairs,driveline,apk
"1654877647-243","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=2","Nissan Skyline R33GTST Spec 1","https://www.autoscout24.nl/aanbod/nissan-skyline-r33gtst-spec-1-benzine-zwart-147c0d27-cf46-4e03-a95f-aadb941c6add","Nissan","Skyline","€ 25.950,-","182.593 km","Handgeschakeld","09/1993","Benzine","185 kW (252 PK)","Autobedrijf","Gebruikt","2","5","null","null"
"1654880094-468","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","Audi RS3 Sportback 2.5 TFSI RS 3 quattro Pro Line Plus | PaPanorama dak, Sportstoelen, Airbag passagier, Alarm, Navigatiesysteem, Bochtverlichting, Getinte ramen, LED verlichting","https://www.autoscout24.nl/aanbod/audi-rs3-sportback-2-5-tfsi-rs-3-quattro-pro-line-plus-pa-benzine-zwart-1d09dfc8-43aa-4607-bb3d-40f9870e158d","Audi","RS3","€ 41.950,-","70.333 km","Automatisch","11/2016","Benzine","270 kW (367 PK)","Autobedrijf","Gebruikt","5","5","4x4","08/2023"
"1654879389-403","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","Mercedes-Benz CLA 45 AMG 4MATIC 381pk, Panoramadak, 2017Panorama dak, Elektrische achterklep, Parkeerhulp met camera, Sportstoelen, 4x4, Airbag bestuurder, Sfeerverlichting, Schakelflippers","https://www.autoscout24.nl/aanbod/mercedes-benz-cla-45-amg-4matic-381pk-panoramadak-2017-benzine-zwart-ff4acfbe-0df9-4580-a7ff-e7088603d218","Mercedes-Benz","CLA 45 AMG","€ 44.750,-","79.988 km","Automatisch","01/2017","Benzine","280 kW (381 PK)","Autobedrijf","Gebruikt","4","5","4x4","null"
"1654881684-613","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","Audi R8 Spyder 5.2 FSI Quattro *Handbak!*B&O*Uniek!*","https://www.autoscout24.nl/aanbod/audi-r8-spyder-5-2-fsi-quattro-handbak-b-o-uniek-benzine-zwart-0c0d456b-f9a7-4574-abfd-204dcd43a651","Audi","R8","€ 107.950,-1","58.588 km","Handgeschakeld","02/2011","Benzine","386 kW (525 PK)","Autobedrijf","Gebruikt","2","2","4x4","Nieuw"
"1654879076-375","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Porsche Panamera 4.0 GTS | Sport Design | Pano | Bose | Soft-CloseElektrische achterklep, LED verlichting, Airbag passagier, Centrale deurvergrendeling met afstandsbediening, Navigatiesysteem, Keyless Entry, Climate Control, Apple CarPlay","https://www.autoscout24.nl/aanbod/porsche-panamera-4-0-gts-sport-design-pano-bose-soft-close-benzine-wit-635ecf7c-223e-4f28-8961-6326e5f9d714","Porsche","Panamera","€ 119.850,-","70.837 km","Automatisch","05/2019","Benzine","338 kW (460 PK)","Autobedrijf","Gebruikt","5","4","4x4","Nieuw"
"1654879814-442","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Audi Q3 2.5 TFSI RS Q3 quattro 340PK S-tronic Trekhaak, acDeze auto is bij Autobedrijf v.d. Heide BV uit voorraad","https://www.autoscout24.nl/aanbod/audi-q3-2-5-tfsi-rs-q3-quattro-340pk-s-tronic-trekhaak-ac-benzine-zwart-cf8ef835-62ca-477e-98d0-2027cb82899f","Audi","Q3","€ 45.450,-","39.652 km","Automatisch","08/2016","Benzine","250 kW (340 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654878309-304","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","Audi RS6 Avant 4.0 TFSI Quattro PERFORMANCE / 605 PK / Kera","https://www.autoscout24.nl/aanbod/audi-rs6-avant-4-0-tfsi-quattro-performance-605-pk-kera-benzine-zwart-59d41fa3-fead-4f63-b03a-38e734e0ef8d","Audi","RS6","€ 99.950,-1","73.237 km","Automatisch","03/2018","Benzine","445 kW (605 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654881561-601","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","BMW M4 Coupé 431 PK 2015Grootlichtassistent, Navigatiesysteem, Bochtverlichting, Alarm, Parkeerhulp voor, LED verlichting, Bandenspanningscontrolesysteem, Traction Control","https://www.autoscout24.nl/aanbod/bmw-m4-coupe-431-pk-2015-benzine-zwart-cb46db63-88b5-4c7c-8022-e416cc85f064","BMW","M4","€ 46.499,-1","144.996 km","Automatisch","01/2015","Benzine","317 kW (431 PK)","Autobedrijf","Gebruikt","2","null","null","Nieuw"
"1654880125-471","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","BMW 440 Gran Coupé 440i High Exe M sport | Individual ledeElektrische achterklep, Sportonderstel, Apple CarPlay, Digitale radio-ontvangst, Zij-airbags, Sportstoelen, Airbag passagier, Bandenspanningscontrolesysteem","https://www.autoscout24.nl/aanbod/bmw-440-gran-coupe-440i-high-exe-m-sport-individual-lede-benzine-blauw-3ae3b42e-8d53-4ece-9b68-149f22fb2255","BMW","440","€ 37.950,-1","109.056 km","Automatisch","04/2017","Benzine","241 kW (328 PK)","Autobedrijf","Gebruikt","5","5","Achter","04/2023"
"1654880290-486","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=14","Volkswagen Polo 1.2 TDI Bluemotion trendlineLichtmetalen velgen, Airbag bestuurder, Elektrisch verstelbare buitenspiegels, Mistlampen, Airconditioning, Navigatiesysteem, Reservewiel, Zomerbanden","https://www.autoscout24.nl/aanbod/volkswagen-polo-1-2-tdi-bluemotion-trendline-diesel-zwart-0cdb7187-6b80-4b89-84b7-22974c0a6826","Volkswagen","Polo","€ 5.500,-","145.000 km","Handgeschakeld","04/2011","Diesel","55 kW (75 PK)","Particulier","Gebruikt","3","5","Voor","04/2023"
"1654881167-565","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=18","BMW 435 Cabrio 435i H&K,HUD,19""Elektrische stoelverstelling, Navigatiesysteem, Keyless Entry, Zij-airbags, Xenon verlichting, Regensensor, Bandenspanningscontrolesysteem, Lendensteun","https://www.autoscout24.nl/aanbod/bmw-435-cabrio-435i-h-k-hud-19-benzine-grijs-b44e6acf-6d18-49e6-95f3-55c28943fc45","BMW","435","€ 37.800,-","17.330 km","Automatisch","05/2014","Benzine","225 kW (306 PK)","Autobedrijf","Gebruikt","2","4","Achter","05/2023"
"1654878268-300","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","BMW 435 Gran Coupé 435i M pakket 306PK Automaat (SCHUIFDAKSportonderstel, Radio, Parkeerhulp met camera, Bochtverlichting, Boordcomputer, Keyless Entry, LED verlichting, Elektrische achterklep","https://www.autoscout24.nl/aanbod/bmw-435-gran-coupe-435i-m-pakket-306pk-automaat-schuifdak-benzine-grijs-0ecd6d3b-2e4e-44c1-9f4a-d29d4f9cebc2","BMW","435","€ 23.945,-","199.428 km","Automatisch","06/2014","Benzine","225 kW (306 PK)","Autobedrijf","Gebruikt","5","5","Achter","Nieuw"
"1654880747-528","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","BMW 520 520d high executive M-sport [ Memory Navigatie CamNavigatiesysteem, Sportstoelen, Sportonderstel, CD, Parkeerhulp voor, Xenon verlichting, Getinte ramen, Electronic Stability Program","https://www.autoscout24.nl/aanbod/bmw-520-520d-high-executive-m-sport-memory-navigatie-cam-diesel-grijs-fe0e7c28-f832-4757-8a9b-3e7c6052da89","BMW","520","€ 16.945,-","135.438 km","Automatisch","04/2011","Diesel","135 kW (184 PK)","Autobedrijf","Gebruikt","4","5","null","05/2023"
"1654879834-444","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Kia Niro 1.6 GDi Hybrid Executive PHEV PLUG-in JBL DAKJE LE","https://www.autoscout24.nl/aanbod/kia-niro-1-6-gdi-hybrid-executive-phev-plug-in-jbl-dakje-le-elektro-benzine-zwart-25b64a29-fbd9-41ce-bb14-60cfcf1e1c13","Kia","Niro","€ 24.942,-","89.161 km","Automatisch","12/2017","Elektro/Benzine","-","Autobedrijf","Gebruikt","5","5","Voor","null"
"1654879118-378","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=9","BMW 320 320d Executive Face lift YOUNGTIMER // PDC, MLF StLederen stuurwiel, Getinte ramen, Airconditioning, Mistlampen, Regensensor, Multifunctioneel stuurwiel, Radio, Centrale deurvergrendeling met afstandsbediening","https://www.autoscout24.nl/aanbod/bmw-320-320d-executive-face-lift-youngtimer-pdc-mlf-st-diesel-grijs-1ca893ec-b328-4c20-b7cb-397770047503","BMW","320","€ 4.950,-1","167.105 km","Automatisch","02/2003","Diesel","110 kW (150 PK)","Autobedrijf","Gebruikt","4","5","Achter","null"
"1654878112-286","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Lexus GS 300 Executive / Automaat / Leer / Cruise / Navigatie /Stoelverwarming, Open dak, Startonderbreker, Alarm, Hoofd airbag, Elektrische ramen, Climate Control, Navigatiesysteem","https://www.autoscout24.nl/aanbod/lexus-gs-300-executive-automaat-leer-cruise-navigatie-benzine-beige-9e086dd5-ba0b-4c08-9e1e-ef4998288da0","Lexus","GS 300","€ 4.950,-","262.618 km","Automatisch","01/2001","Benzine","161 kW (219 PK)","Autobedrijf","Gebruikt","4","5","Achter","03/2023"
"1654881198-568","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=18","BMW 640 Cabrio 640d 230kW/313pk Aut8 High Exe M-Sport FULLHead-up display, Elektrische stoelverstelling, Lane Departure Warning Systeem, Schakelflippers, Geheel digitaal combi-instrument, Parkeerhulp met camera, Alarm, Regensensor","https://www.autoscout24.nl/aanbod/bmw-640-cabrio-640d-230kw-313pk-aut8-high-exe-m-sport-full-diesel-zwart-de76f9b3-084f-4391-86ac-1bc83acd0137","BMW","640","€ 49.813,-","70.049 km","Automatisch","01/2017","Diesel","230 kW (313 PK)","Autobedrijf","Gebruikt","2","4","Achter","01/2023"
"1654879056-373","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Mercedes-Benz CLS 450 4MATIC Premium Plus Edition 1","https://www.autoscout24.nl/aanbod/mercedes-benz-cls-450-4matic-premium-plus-edition-1-benzine-grijs-af7db664-f82c-40da-8e24-b5661669a24f","Mercedes-Benz","CLS 450","€ 63.500,-","106.750 km","Automatisch","04/2018","Benzine","271 kW (368 PK)","Autobedrijf","Gebruikt","4","5","4x4","null"
"1654879886-449","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Alfa Romeo Giulia 2.9 V6 Quadrifoglio UNIEK!Sportstoelen, Adaptieve Cruise Control, Stuurwielverwarming, Lane Departure Warning Systeem, Verkeersbordherkenning, Digitale radio-ontvangst, Alarm, Bochtverlichting","https://www.autoscout24.nl/aanbod/alfa-romeo-giulia-2-9-v6-quadrifoglio-uniek-benzine-rood-6a247000-1a4e-4993-be11-20b64e4066c7","Alfa Romeo","Giulia","€ 79.999,-","13.588 km","Automatisch","02/2020","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","4","5","Achter","02/2024"
"1654878518-323","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=6","Porsche 991 3.4 Carrera Fabrieksnieuw | 100% dealeronderhouden","https://www.autoscout24.nl/aanbod/porsche-991-3-4-carrera-fabrieksnieuw-100-dealeronderhouden-benzine-grijs-e4e49a89-feaa-4ca0-973c-f6cf0459fcd9","Porsche","991","€ 84.750,-","75.541 km","Automatisch","04/2013","Benzine","257 kW (349 PK)","Autobedrijf","Gebruikt","2","4","Achter","null"
"1654879286-394","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=9","BMW 640 Gran Coupé 640d High ExecutiveLED verlichting, Navigatiesysteem, Regensensor, Climate Control, Grootlichtassistent, Zij-airbags, Alarm, Mistlampen","https://www.autoscout24.nl/aanbod/bmw-640-gran-coupe-640d-high-executive-diesel-zwart-94bd23a1-818c-4398-9a4a-cc0225c692c4","BMW","640","€ 39.950,-","84.618 km","Automatisch","02/2014","Diesel","229 kW (311 PK)","Autobedrijf","Gebruikt","4","null","null","null"
"1654880063-465","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","Volvo XC90 T8 HYBRID AWD Momentum 7 pers. [ panorama head-upHead-up display, Stuurwielverwarming, LED verlichting, Verkeersbordherkenning, Standkachel, Adaptieve Cruise Control, Zij-airbags, Dakrails","https://www.autoscout24.nl/aanbod/volvo-xc90-t8-hybrid-awd-momentum-7-pers-panorama-head-up-elektro-benzine-zwart-c4f2d750-a497-41c4-9908-e0c9322e48a3","Volvo","XC90","€ 47.945,-1","108.399 km","Automatisch","12/2016","Elektro/Benzine","235 kW (320 PK)","Autobedrijf","Gebruikt","5","7","null","12/2022"
"1654880846-536","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","SEAT Ibiza SC 1.8 TSI Cupra 192pk / Sport Leder / Xenon / NavApple CarPlay, Navigatiesysteem, Lichtmetalen velgen, Schakelflippers, Sportstoelen, Start/Stop-systeem, Binnenspiegel automatisch dimmend, Airbag passagier","https://www.autoscout24.nl/aanbod/seat-ibiza-sc-1-8-tsi-cupra-192pk-sport-leder-xenon-nav-benzine-wit-1e841b9b-2bcd-4a51-b72c-1b32414fddea","SEAT","Ibiza","€ 17.900,-","50.320 km","Handgeschakeld","08/2016","Benzine","141 kW (192 PK)","Autobedrijf","Gebruikt","3","5","Voor","Nieuw"
"1654880145-473","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","BMW 320 Ci ExecutiveElektrisch verstelbare buitenspiegels, Stoelverwarming, Xenon verlichting, Noodwiel, Navigatiesysteem, Radio, Automatische klimaatregeling, 2 zones, Lederen stuurwiel","https://www.autoscout24.nl/aanbod/bmw-320-ci-executive-benzine-zwart-6cef96ba-7e2e-4800-aae6-755a6f1b6fc4","BMW","320","€ 7.500,-","248.000 km","Handgeschakeld","05/2003","Benzine","125 kW (170 PK)","Particulier","Gebruikt","2","4","Achter","12/2022"
"1654878497-321","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=6","Mercedes-Benz G 63 AMG |Desingo|AMG Performance|","https://www.autoscout24.nl/aanbod/mercedes-benz-g-63-amg-desingo-amg-performance-benzine-wit-932c5023-a0c6-4b53-9728-fcd42b593b26","Mercedes-Benz","G 63 AMG","€ 136.900,-1","45.652 km","Automatisch","01/2018","Benzine","420 kW (571 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654881105-559","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=18","Volkswagen Golf 2.0 TSI 4Motion R4x4, Geheel digitaal combi-instrument, Alarm, Open dak, Parkeerhulp met camera, Zij-airbags, Adaptieve Cruise Control, Parkeerhulp voor","https://www.autoscout24.nl/aanbod/volkswagen-golf-2-0-tsi-4motion-r-benzine-wit-34d6bdd9-dfad-480e-8b86-308e8ebd11b3","Volkswagen","Golf","€ 34.950,-","132.628 km","Automatisch","07/2017","Benzine","302 kW (411 PK)","Autobedrijf","Gebruikt","5","5","4x4","07/2023"
"1654881033-553","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=17","Mercedes-Benz A 45 AMG / MAGNO MOUNTAINGREY MAT4x4, Parkeerhulp met camera, Keyless Entry, Multifunctioneel stuurwiel, Airbag bestuurder, Traction Control, Centrale vergrendeling, Hill-Hold Control","https://www.autoscout24.nl/aanbod/mercedes-benz-a-45-amg-magno-mountaingrey-mat-benzine-grijs-922c4a20-d7f7-42af-9a42-ce60c3d62209","Mercedes-Benz","A 45 AMG","€ 37.450,-","74.723 km","Automatisch","04/2017","Benzine","280 kW (381 PK)","Autobedrijf","Gebruikt","5","5","4x4","04/2023"
"1654878694-339","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=7","Ford Mustang USA -Saleen | S281 Origineel! | BTW-auto & Youngti","https://www.autoscout24.nl/aanbod/ford-mustang-usa-saleen-s281-origineel-btw-auto-youngti-benzine-blauw-e2217f85-bec0-4dcd-a2ed-546f41932272","Ford","Mustang","€ 14.950,-1","143.796 km","Automatisch","12/1996","Benzine","243 kW (330 PK)","Autobedrijf","Gebruikt","2","null","null","null"
"1654881478-594","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=19","Audi A4 1.8 TFSI S-Line | Xenon | Navigatie | 18 Inch |Sportonderstel, Sportstoelen, Navigatiesysteem, Airconditioning, Zij-airbags, Climate Control, Elektrisch verstelbare buitenspiegels, Armsteun","https://www.autoscout24.nl/aanbod/audi-a4-1-8-tfsi-s-line-xenon-navigatie-18-inch-benzine-grijs-c69ef69e-c6ed-4a5c-a46b-439a5ad38d63","Audi","A4","€ 14.900,-","115.665 km","Handgeschakeld","04/2014","Benzine","125 kW (170 PK)","Autobedrijf","Gebruikt","4","5","Voor","04/2023"
"1654881870-630","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Porsche 993 3.6 Coupé 993 *Luchtgekoeld*Perfect*Historie*","https://www.autoscout24.nl/aanbod/porsche-993-3-6-coupe-993-luchtgekoeld-perfect-historie-benzine-grijs-2d6f9faf-dda8-41bd-8708-d3087588ce2d","Porsche","993","€ 79.950,-","48.125 km","Automatisch","06/1997","Benzine","210 kW (286 PK)","Autobedrijf","Gebruikt","2","4","Achter","Nieuw"
"1654881654-610","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","Porsche Boxster 2.9 PDK Sport Chrono Navi 18""Lederen stuurwiel, Alarm, Navigatiesysteem, Zij-airbags, Traction Control, Bluetooth, Climate Control, ABS","https://www.autoscout24.nl/aanbod/porsche-boxster-2-9-pdk-sport-chrono-navi-18-benzine-wit-aeacdabd-23ea-42ca-9270-b50d009e8ede","Porsche","Boxster","€ 45.900,-","59.307 km","Automatisch","03/2010","Benzine","188 kW (256 PK)","Autobedrijf","Gebruikt","2","2","Achter","03/2023"
"1654878050-280","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Mercedes-Benz C 63 AMG Coupé S AMG Edition 1 - 4.0 - FULL OPTION - PANORAStoelventilatie, Panorama dak, Sportstoelen, Keyless Entry, Stoelverwarming, Climate Control, Radio, Regensensor","https://www.autoscout24.nl/aanbod/mercedes-benz-c-63-amg-coupe-s-amg-edition-1-4-0-full-option-panora-benzine-zwart-adcf2f7f-555a-4665-8c8f-f4b5b792ad2a","Mercedes-Benz","C 63 AMG","€ 64.950,-","73.688 km","Automatisch","08/2016","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","2","4","Achter","08/2022"
